Census SubDivision Code,Census SubDivision Name,Census Subdivision Label,Census Sub Division Type,Census Division Code,Census Division Name,Census Division Type,Census Consolidated SubDivision Code,Census Consolidated Subdivision Name,Total Population,Total Pop Age 0-4,Total Pop Age 5-9,Total Pop Age 10 -14,Total Pop Age 15-19,Total Pop Age 20-24,Total Pop Age 25-29,Total Pop Age 30-34,Total Pop Age 35-39,Total Pop Age 40-44,Total Pop Age 45-49,Total Pop Age 50-54,Total Pop Age 55-59,Total Pop Age 60-64,Total Pop Age 65-69,Total Pop Age 70-74,Total Pop Age 75-79,Total Pop Age 80-84,Total Pop Age 85+,Total Census Family Households,Total Lone-Parent Family Households,Lone Parent Family Households with 1 Child,Lone Parent Family Households with 2 Children,Lone Parent Family Households with 3+ Children,Total Lone-Parent Female Family Households,Female Lone Parent Family Households with 1 Child,Female Lone Parent Family Households with 2 Children,Female Lone Parent Family Households with 3+ Children,Total Lone-Parent Male Family Households,Male Lone Parent Family Households with 1 Child,Male Lone Parent Family Households with 2 Children,Male Lone Parent Family Households with 3+ Children,Total Househoulds by Income,Households Income 0-19999,Households Income 20000-39999,Households Income 40000-59999,Households Income 60000-79999,Households Income 80000-99999,Households 100000+,Average Household Income,Household Population 25-64,Household 25-64 Education No Certificate Diploma Degree,Household 25-64 Education High School Diploma or Eq,Household 25-64 Education Apprenticeship Trades or Diploma,Household 25-64 Education College CEGEP Certificate or Diploma,Household 25-64 Education University Diploma or Cert Below Bachelor,Household 25-64 Education University Diploma or Cert Bachelor Level or above,Household Population 15Years or Over for Labor Force,Household population In the Labour Force,Household Pop Age 15+ Employed,Household Pop Age 15+ Unemployed,Household Pop Age 15+ Not in Labour Force,Household Population for Visible Minority,Household Population with Visible Minority,Household Population Chinese Visible Minority,Household Population South Asian Visible Minority,Household Population Black Visible Minority,Household Population Filipino Visible Minority,Household Population Latin American Visible Minority,Household Population Chinese Southeast Asian Minority,Household Population Arab Visible Minority,Household Population West Asian Visible Minority,Household Population Korean Visible Minority,Household Population Japanese Visible Minority,Household Population Other Visible Minority,Household Population Multiple Visible Minority,Household Population NOT a Visible Minority,Household Population for Aboriginal Identity,Household Population with Aboriginal Identity,Household Population with Non-Aboriginal Identity,Household Population for Immigrant Status,Household Population Non-Immigrant,Household Population Non-Immigrant in Province of Birth,Household Population Non-Immigrant outside of Province of Birth,Household Population Immigrant,Household Population for Recent Immigrants (2017-Present),Household Population of Recent Immigrants (2017-Present),Total Households For Household Size,1 Person Household,2 Persons Household,3 Persons Household,4 Persons Household,5 or more Persons Household
5945014,"Central Coast E, BC (RDA)",Central Coast E,Regional district electoral area,5945,"Central Coast, BC (RD)",Regional district,5945006,"Central Coast A, BC",176,9,10,11,12,9,7,14,20,15,13,10,8,6,9,7,4,4,8,38,16,7,8,1,10,4,6,0,6,3,2,1,82,14,31,19,6,3,9,48943.54,89,20,26,0,21,7,15,133,78,78,0,55,163,4,0,0,0,4,0,0,0,0,0,0,0,0,159,163,72,91,163,163,115,48,0,163,0,82,37,23,12,6,4
5941810,"Soda Creek 1, BC (IRI)",Soda Creek 1,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941010,"Cariboo D, BC",77,6,4,4,5,10,8,4,6,6,2,3,6,6,2,1,1,1,2,16,10,4,6,0,7,7,0,0,7,1,6,0,19,5,6,3,3,1,1,49786.09,41,22,0,19,0,0,0,63,40,37,3,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,0,77,76,76,0,1,77,0,19,3,3,4,4,5
5935803,"Tsinstikeptum 10, BC (IRI)",Tsinstikeptum 10,Indian reserve,5935,"Central Okanagan, BC (RD)",Regional district,5935020,"Central Okanagan J, BC",1740,63,72,86,88,81,88,110,90,100,116,122,158,181,144,120,66,32,23,519,84,45,29,10,69,36,24,9,17,10,6,1,666,40,87,88,102,110,239,94108.00144,965,126,323,62,279,35,140,1519,993,893,100,526,1740,136,16,17,16,46,0,14,0,0,0,13,0,14,1604,1740,341,1399,1740,1464,763,701,195,1740,43,666,115,319,104,70,58
5945006,"Central Coast A, BC (RDA)",Central Coast A,Regional district electoral area,5945,"Central Coast, BC (RD)",Regional district,5945006,"Central Coast A, BC",191,1,3,2,4,6,10,14,13,9,17,20,27,27,19,8,5,4,2,55,3,2,0,1,1,1,0,0,2,1,0,1,134,20,54,30,10,4,16,52090.07,137,4,59,22,23,16,13,185,123,116,7,62,191,6,0,0,0,5,0,0,0,0,0,0,1,0,185,191,30,161,191,191,168,23,0,191,0,134,80,51,3,0,0
5951813,"Laketown 3, BC (IRI)",Laketown 3,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951019,"Bulkley-Nechako F, BC",23,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,63427.65,3,2,0,1,0,0,0,5,4,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,1,8,8,8,0,0,8,0,1,0,0,0,0,1
5937023,"North Okanagan E, BC (RDA)",North Okanagan E,Regional district electoral area,5937,"North Okanagan, BC (RD)",Regional district,5937023,"North Okanagan E, BC",1159,45,61,73,63,39,43,50,80,61,67,76,122,133,96,66,43,25,16,318,45,30,13,2,23,13,8,2,23,18,5,0,471,78,109,95,56,42,91,61783.84584,627,97,264,122,104,36,4,971,496,433,63,475,1150,43,0,0,19,10,0,0,0,0,0,11,0,3,1107,1150,70,1080,1150,988,686,302,162,1150,25,471,136,186,72,39,38
5955801,"East Moberly Lake 169, BC (IRI)",East Moberly Lake 169,Indian reserve,5955,"Peace River, BC (RD)",Regional district,5955023,"Peace River E, BC",420,38,32,33,38,31,25,30,30,31,26,30,27,22,13,8,4,1,1,105,44,22,15,7,34,12,15,7,12,11,1,0,140,19,25,21,21,10,44,84581.14,221,87,47,41,46,0,0,317,238,220,18,79,420,0,0,0,0,0,0,0,0,0,0,0,0,0,420,420,393,27,420,286,197,89,84,420,7,140,35,29,29,24,23
5933801,"Coldwater 1, BC (IRI)",Coldwater 1,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933012,"Thompson-Nicola N (Beautiful Nicola Valley - South), BC",330,26,20,20,23,18,23,24,20,21,24,23,22,21,18,14,9,3,1,88,46,25,10,11,36,20,6,10,11,6,4,1,120,22,44,21,12,11,10,50858.02,178,52,56,13,57,0,0,264,168,134,34,96,330,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,329,1,330,298,192,106,30,330,0,120,22,37,27,22,12
5943023,"Port Hardy, BC (DM)",Port Hardy,District municipality,5943,"Mount Waddington, BC (RD)",Regional district,5943031,"Mount Waddington C, BC",4557,193,275,302,280,250,244,310,308,283,271,297,361,347,307,238,156,76,59,1309,261,167,66,28,197,123,52,22,64,44,14,6,2161,291,477,346,255,206,586,73691.4781,2415,549,704,296,526,63,277,3749,2023,1925,98,1726,4519,236,50,20,34,47,17,0,0,0,42,14,4,8,4283,4519,1323,3196,4519,4099,3080,1019,414,4519,73,2161,801,756,301,213,90
5941855,"Windy Mouth 7, BC (IRI)",Windy Mouth 7,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941015,"Cariboo G, BC",5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,12416.79,3,3,0,0,0,0,0,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,4,4,0,1,5,0,2,1,0,0,1,0
5951819,"Omineca 1, BC (IRI)",Omineca 1,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951031,"Bulkley-Nechako E, BC",4,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5778.36,2,1,1,0,0,0,0,3,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,3,3,0,1,4,0,1,0,0,0,1,0
5951823,"Skins Lake 16A, BC (IRI)",Skins Lake 16A,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951031,"Bulkley-Nechako E, BC",5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,77744.64,2,1,1,0,0,0,0,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,4,4,0,1,5,0,1,0,0,0,0,1
5953012,"McBride, BC (VL)",McBride,Village,5953,"Fraser-Fort George, BC (RD)",Regional district,5953019,"Fraser-Fort George H, BC",660,35,37,34,32,30,30,41,43,34,33,40,50,64,53,41,26,14,23,111,17,8,5,4,14,9,3,2,4,0,2,2,207,34,58,35,22,15,43,63425.47,331,36,104,44,63,0,84,537,344,319,25,193,643,62,0,24,0,20,0,0,18,0,0,0,0,0,581,643,79,564,643,547,335,212,96,643,11,207,64,49,23,39,32
5937017,"North Okanagan B, BC (RDA)",North Okanagan B,Regional district electoral area,5937,"North Okanagan, BC (RD)",Regional district,5937017,"North Okanagan B, BC",3575,135,169,189,205,181,148,177,195,184,196,241,304,334,300,261,176,101,79,1014,127,75,37,15,95,56,29,10,36,23,8,5,1346,93,230,197,189,169,468,89583.27073,1767,142,532,256,497,41,299,3064,1826,1698,128,1238,3557,78,0,48,0,10,0,10,0,0,0,10,0,0,3479,3557,126,3431,3557,3150,2096,1054,385,3557,42,1346,281,590,200,162,113
5933054,"Chase, BC (VL)",Chase,Village,5933,"Thompson-Nicola, BC (RD)",Regional district,5933060,"Thompson-Nicola L (Grasslands), BC",2210,93,87,85,81,54,62,84,103,89,96,128,170,219,222,222,179,117,119,519,54,28,14,12,45,24,14,7,10,5,0,5,834,92,228,147,100,104,163,67346.94156,946,153,336,114,234,34,75,1878,834,757,77,1044,2143,28,10,0,0,0,0,8,0,0,0,10,0,0,2115,2143,288,1855,2143,1972,1245,727,169,2143,0,834,227,354,88,94,71
5941879,"Michel Gardens 36, BC (IRI)",Michel Gardens 36,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",7,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,1,39155.54,4,3,1,0,0,0,0,7,4,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,6,6,0,1,7,0,7,7,0,0,0,0
5933868,"Spintlum Flat 3, BC (IRI)",Spintlum Flat 3,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",13,2,1,1,1,1,0,0,0,0,1,1,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,37843.62,5,2,2,0,1,0,0,9,5,5,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,10,3,13,12,12,0,1,13,0,1,1,0,0,0,0
5941801,"Alkali Lake 1, BC (IRI)",Alkali Lake 1,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941012,"Cariboo E, BC",339,30,24,22,17,19,18,23,22,21,25,24,20,20,16,17,12,6,3,106,44,37,3,4,26,20,2,4,19,18,1,0,145,33,36,20,22,14,20,54905.12,173,44,24,47,36,9,13,263,175,149,26,88,339,0,0,0,0,0,0,0,0,0,0,0,0,0,339,339,338,1,339,275,196,79,64,339,1,145,47,43,21,27,7
5951009,"Fraser Lake, BC (VL)",Fraser Lake,Village,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951017,"Bulkley-Nechako D, BC",978,49,60,61,54,48,55,68,60,50,54,76,77,71,61,46,40,28,20,283,38,30,8,0,23,19,4,0,15,11,4,0,474,39,81,65,58,66,165,87846.2465,507,80,208,61,92,23,43,799,543,513,30,256,969,23,0,3,0,13,0,0,0,0,7,0,0,0,946,969,281,688,969,878,621,257,68,969,0,474,180,170,64,43,17
5941848,"Alexis Creek 21, BC (IRI)",Alexis Creek 21,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949024,"New Hazelton, BC (DM)",New Hazelton,District municipality,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",584,35,33,31,33,28,29,32,35,32,29,39,48,48,42,35,23,15,17,174,40,20,14,6,26,10,10,6,14,10,4,0,281,26,80,43,29,20,83,75144.77,285,104,79,9,81,0,12,475,311,292,19,164,574,25,25,0,0,0,0,0,0,0,0,0,0,0,549,574,282,292,574,538,434,104,36,574,0,281,107,109,27,22,16
5919818,"Theik 2, BC (IRI)",Theik 2,Indian reserve,5919,"Cowichan Valley, BC (RD)",Regional district,5919008,"North Cowichan, BC",42,3,5,4,2,2,1,2,2,5,5,3,3,2,2,0,1,0,0,10,1,1,0,0,2,2,0,0,0,0,0,0,13,0,6,3,2,0,2,52722.37,23,13,10,0,0,0,0,30,21,20,1,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,41,1,42,42,42,0,0,42,0,13,2,2,2,6,1
5941838,"Puntzi Lake 2, BC (IRI)",Puntzi Lake 2,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",5,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20245.87,5,3,1,0,1,0,0,5,4,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,1,0,0,0,0,1
5933870,"Nkaih 10, BC (IRI)",Nkaih 10,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951804,"Sowchea 3, BC (IRI)",Sowchea 3,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951015,"Bulkley-Nechako C, BC",10,0,2,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,5778.36,5,2,2,0,1,0,0,8,5,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,3,10,8,6,2,1,10,0,1,0,0,1,0,0
5933850,"Nickeyeah 25, BC (IRI)",Nickeyeah 25,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",9,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,45412.34,3,1,2,0,0,0,0,7,3,3,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,1,9,8,8,0,1,9,0,1,1,0,0,0,0
5941851,"Towdystan Lake 3, BC (IRI)",Towdystan Lake 3,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",10,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,18866.37,5,3,2,0,0,0,0,7,4,4,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,2,10,9,9,0,1,10,0,1,1,0,0,0,0
5949803,"Kitamaat 2, BC (IRI)",Kitamaat 2,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949013,"Kitimat-Stikine C (Part 1), BC",555,20,23,25,35,41,41,30,24,32,35,46,46,43,32,26,24,19,13,140,71,42,19,10,52,31,15,6,21,12,5,4,194,27,47,26,27,22,45,80852.44,297,99,77,37,70,0,14,487,281,265,16,206,555,0,0,0,0,0,0,0,0,0,0,0,0,0,555,555,550,5,555,555,555,0,0,555,0,194,42,52,42,26,32
5941858,"Cahoose 10, BC (IRI)",Cahoose 10,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949817,"Moricetown 1, BC (IRI)",Moricetown 1,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",325,23,22,20,21,27,31,19,10,12,18,26,27,28,16,10,6,4,5,72,42,26,10,6,29,19,7,3,15,8,4,3,97,13,19,25,14,11,15,62101.26,171,73,59,11,28,0,0,260,178,165,13,82,325,12,0,0,0,0,3,0,0,0,0,0,0,9,313,325,324,1,325,325,325,0,0,325,0,97,20,26,16,15,20
5951818,"Cheslatta 1, BC (IRI)",Cheslatta 1,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951031,"Bulkley-Nechako E, BC",76,5,6,5,6,9,6,4,5,6,5,4,4,2,3,4,2,0,0,6,5,1,0,4,6,2,0,4,0,0,0,0,13,3,2,2,2,2,2,83359.03385,36,19,15,0,2,0,0,60,44,43,1,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,67,9,76,76,76,0,0,76,0,13,0,4,1,3,5
5941849,"Baptiste Meadow 2, BC (IRI)",Baptiste Meadow 2,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941041,"Cariboo K, BC",5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12416.78,2,2,0,0,0,0,0,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,4,4,0,1,5,0,1,0,0,0,0,1
5951825,"Tatla West 11, BC (IRI)",Tatla West 11,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951031,"Bulkley-Nechako E, BC",5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5778.36,4,2,2,0,0,0,0,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,1,0,0,0,0,1
5923813,"Opitsat 1, BC (IRI)",Opitsat 1,Indian reserve,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923035,"Alberni-Clayoquot D, BC",159,21,17,14,8,9,14,13,12,10,9,9,4,4,6,5,3,1,0,51,18,18,0,0,13,13,0,0,5,5,0,0,68,17,23,10,8,7,3,41189.78,75,46,21,8,0,0,0,107,58,53,5,49,159,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,143,16,159,158,158,0,1,159,0,68,19,28,9,3,9
5935016,"Lake Country, BC (DM)",Lake Country,District municipality,5935,"Central Okanagan, BC (RD)",Regional district,5935012,"Central Okanagan, BC",14506,593,746,776,770,745,832,1014,1059,922,946,1084,1260,1188,911,736,436,250,238,4268,481,320,129,32,366,228,114,24,137,105,23,9,5690,318,726,669,681,686,2610,111814.2484,8246,607,2333,1044,2490,183,1589,12179,8669,8041,628,3510,14294,774,117,237,39,83,89,55,0,12,12,53,17,60,13520,14294,784,13510,14294,12404,7197,5207,1645,14294,214,5690,1206,2385,823,828,448
5933067,"Clearwater, BC (DM)",Clearwater,District municipality,5933,"Thompson-Nicola, BC (RD)",Regional district,5933068,"Thompson-Nicola A (Wells Gray Country), BC",2438,114,130,136,133,105,121,128,138,138,142,159,193,232,201,154,101,59,54,691,86,43,29,14,63,30,22,11,25,15,7,3,1058,60,200,182,153,121,342,82190.53033,1243,160,399,139,337,41,167,2016,1145,1052,93,871,2396,45,11,20,0,3,0,0,0,11,0,0,0,0,2351,2396,340,2056,2396,2218,1519,699,178,2396,6,1058,317,430,135,114,62
5941881,"Baezaeko River 27, BC (IRI)",Baezaeko River 27,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941027,"Cariboo I, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949843,"Guhthe Tah 12, BC (IRI)",Guhthe Tah 12,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",153,7,8,9,9,6,9,12,10,6,7,15,13,12,9,9,7,3,2,45,11,8,2,1,9,6,2,1,2,2,0,0,56,7,22,8,5,5,9,59752.32,84,46,34,4,0,0,0,129,94,86,8,35,153,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,135,18,153,153,153,0,0,153,0,56,9,23,14,5,5
5951032,"Granisle, BC (VL)",Granisle,Village,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951053,"Bulkley-Nechako G, BC",306,6,6,5,4,5,6,8,7,9,10,15,22,38,54,50,32,18,11,100,7,4,2,1,7,4,2,1,0,0,0,0,183,33,54,41,12,14,29,55866.68,115,50,40,25,0,0,0,289,125,118,7,164,306,31,0,0,3,8,0,0,0,0,0,0,8,12,275,306,14,292,306,236,127,109,70,306,0,183,83,84,10,5,1
5951826,"Uncha Lake 13A, BC (IRI)",Uncha Lake 13A,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951031,"Bulkley-Nechako E, BC",14,0,1,2,1,1,0,0,1,0,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,63427.65,3,1,0,0,0,0,2,5,4,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,1,8,7,7,0,1,8,0,1,0,0,0,0,1
5959809,"Kahntah 3, BC (IRI)",Kahntah 3,Indian reserve,5959,"Northern Rockies, BC (RD)",Regional district,5959007,"Northern Rockies, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951805,"Binche 2 (Pinchie 2), BC (IRI)",Binche 2 (Pinchie 2),Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951015,"Bulkley-Nechako C, BC",231,12,20,19,23,20,14,22,22,17,7,5,13,14,12,7,3,1,0,57,24,15,5,4,13,6,4,3,11,9,1,1,76,17,19,9,6,12,13,64803.02,114,31,23,25,35,0,0,180,130,120,10,50,231,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,231,0,231,230,230,0,1,231,0,76,17,13,17,12,17
5939019,"Revelstoke, BC (CY)",Revelstoke,City,5939,"Columbia-Shuswap, BC (RD)",Regional district,5939043,"Columbia-Shuswap E, BC",8644,495,474,432,412,404,616,803,800,677,566,525,588,562,437,310,225,159,159,2387,299,175,95,29,220,128,71,21,84,52,24,8,3763,241,544,579,490,496,1413,93504.6425,5118,403,1363,835,1129,162,1226,7137,5003,4622,381,2134,8538,358,50,90,19,63,10,16,0,0,46,46,0,18,8180,8538,506,8032,8538,7505,4653,2852,851,8538,132,3763,1093,1425,573,492,180
5947016,"Skeena-Queen Charlotte A, BC (RDA)",Skeena-Queen Charlotte A,Regional district electoral area,5947,"Skeena-Queen Charlotte, BC (RD)",Regional district,5947027,"Skeena-Queen Charlotte D, BC",49,1,0,0,0,0,0,0,3,1,2,3,6,14,11,5,1,1,1,16,1,1,0,0,1,1,0,0,0,0,0,0,30,5,6,9,8,0,2,54824.7,29,0,0,5,13,0,11,48,31,30,1,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,9,40,49,34,33,1,15,49,4,30,16,9,5,0,0
5937801,"Okanagan (Part) 1, BC (IRI)",Okanagan (Part) 1,Indian reserve,5937,"North Okanagan, BC (RD)",Regional district,5937017,"North Okanagan B, BC",3212,99,91,83,84,94,117,87,78,96,99,142,283,403,431,433,325,172,95,1069,122,79,28,15,94,68,18,8,30,13,10,7,1453,119,325,350,250,161,248,68225.03288,1305,182,431,180,366,32,114,2932,1133,1037,96,1799,3205,34,0,0,18,0,3,0,0,0,0,10,0,3,3171,3205,1063,2142,3205,2959,1739,1220,222,3205,32,1453,320,885,115,70,63
5933825,"Inklyuhkinatko 2, BC (IRI)",Inklyuhkinatko 2,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",28,3,2,2,2,1,1,1,1,1,2,2,2,3,2,2,1,0,0,8,2,1,0,1,1,1,0,0,1,0,0,1,17,1,7,2,2,3,2,61543.2,13,6,6,0,0,0,1,21,12,11,1,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,24,4,28,27,27,0,1,28,0,17,9,5,3,0,0
5951017,"Bulkley-Nechako D, BC (RDA)",Bulkley-Nechako D,Regional district electoral area,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951017,"Bulkley-Nechako D, BC",1384,62,59,66,75,61,47,61,60,60,69,96,146,158,130,93,64,39,38,305,28,14,3,11,18,11,2,5,12,5,1,6,467,36,88,64,60,55,164,93331.38857,695,156,242,87,147,13,50,1183,735,706,29,448,1370,10,0,0,3,0,0,0,0,0,7,0,0,0,1360,1370,172,1198,1370,1201,865,336,169,1370,0,467,122,194,32,47,72
5941884,"Garden, BC (IRI)",Garden,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,19018.36,3,2,1,0,0,0,0,4,3,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,3,3,0,1,4,0,4,4,0,0,0,0
5951844,"Poison Creek 17A, BC (IRI)",Poison Creek 17A,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951028,"Bulkley-Nechako B, BC",5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,51508.68,2,0,1,1,0,0,0,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,4,4,0,1,5,0,1,0,0,0,0,1
5951840,"Williams Prairie Meadow 1A, BC (IRI)",Williams Prairie Meadow 1A,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951015,"Bulkley-Nechako C, BC",19,1,2,2,1,2,2,2,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,61186.8,2,1,0,0,0,0,1,5,4,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,2,8,7,7,0,1,8,0,1,0,0,0,0,1
